case_id,structure,article,status,date_opened,date_closed,investigator,suspect,evidence_count
629073e1-afd8-462f-82d8-d87123791037,СБУ,185,Закрыто,2020-07-05,2021-07-23,Опер #185,Гр. Иванов 935,5
d39cfbcd-2aa9-4acc-8932-3cd5b8749a19,Прокуратура,309,На розыске,2025-07-27,2026-08-03,Опер #45,Гр. Петров 747,6
50a49e36-841c-4631-866d-30cc9faff781,Прокуратура,194,Закрыто,2022-06-25,,Опер #163,Гр. Иванов 913,8
4acc648b-8fda-4d47-840c-35985a000c90,НПУ,187,На розыске,2023-09-13,,Опер #59,Гр. Иванов 710,12
50745daa-10bd-4626-ad71-f8a54faacb27,Прокуратура,307,На розыске,2021-12-20,,Опер #137,Гр. Сидоренко 863,12
60782826-ec6c-4570-a218-44aca41fd9a2,НПУ,115,Закрыто,2021-06-10,2022-02-01,Опер #87,Гр. Коваленко 950,4
bd202fc7-c9d2-40b1-800e-64f5c9b2aa4a,Прокуратура,187,На розыске,2021-09-16,,Опер #73,Гр. Петров 572,8
6f2b0947-17a5-44d4-b86a-109b56791131,Прокуратура,309,Закрыто,2020-08-15,2021-03-18,Опер #194,Гр. Петров 726,4
629eac83-eb8c-4b2b-86b3-118778558921,Прокуратура,289,На розыске,2021-01-22,2022-01-15,Опер #144,Гр. Иванов 851,11
27c04be5-452d-4951-952a-9960ee58f549,Прокуратура,115,В работе,2024-11-25,2025-12-15,Опер #62,Гр. Иванов 636,12
2789c0b0-0760-41f6-9e99-eb6935b75058,НПУ,296,Закрыто,2024-10-12,2025-01-20,Опер #118,Гр. Гончар 248,4
e82f8046-9c86-4189-81a7-1b5a0945864d,Прокуратура,121,Ожидание экспертизы,2020-05-30,,Опер #68,Гр. Петров 234,5
fb9df325-8c8e-477b-bcf8-859250677107,НПУ,121,Закрыто,2024-03-15,,Опер #54,Гр. Гончар 177,10
a70d678c-2b4c-434a-b304-5846a33c3c9e,НПУ,185,Ожидание экспертизы,2021-11-04,,Опер #148,Гр. Мельник 737,12
16198c26-8b86-4dcd-8ae1-c0fcb0d07289,НПУ,309,Передано в суд,2022-01-13,,Опер #38,Гр. Петров 258,15
dbaeeaa8-6eb6-4c86-b724-3118b25f0537,Прокуратура,289,Закрыто,2025-11-30,,Опер #109,Гр. Сидоренко 439,0
f57dc536-3cfc-4b30-ab43-803ae77d4ec9,Прокуратура,309,Передано в суд,2022-03-15,,Опер #58,Гр. Гончар 358,4
9b8e0e5c-0040-4e41-a563-25b3b3730d58,Прокуратура,296,На розыске,2023-04-23,2023-07-24,Опер #97,Гр. Мельник 875,0
34e70d02-b52a-436a-afd1-cf774905329e,Прокуратура,185,Ожидание экспертизы,2020-04-04,2020-04-30,Опер #39,Гр. Коваленко 847,0
3448dba1-af14-42ef-8d01-408dba50933b,НПУ,296,В работе,2022-11-29,,Опер #63,Гр. Петров 338,6
c66f3fe1-9c75-421f-9988-39fb95c131fa,СБУ,289,Закрыто,2024-02-12,2024-08-13,Опер #42,Гр. Мельник 289,5
a70273ec-686b-473d-90dd-345bc8beefb0,НПУ,307,В работе,2020-11-19,2021-10-01,Опер #58,Гр. Гончар 630,8
df46bede-bc88-4e0f-9f34-f97cd72ee6cd,Прокуратура,289,Закрыто,2025-07-19,,Опер #176,Гр. Сидоренко 756,9
95f4c9c7-6502-457e-bab7-1b29c61d41d6,НПУ,185,В работе,2023-10-20,2024-06-11,Опер #134,Гр. Сидоренко 262,11
8c3acfd2-d130-48ea-92f4-457e2f6fb0f1,СБУ,187,В работе,2021-04-10,2021-06-06,Опер #81,Гр. Коваленко 235,3
bb1349e0-658c-493d-8c5a-1d542dae9a89,Прокуратура,185,В работе,2025-04-12,2025-11-02,Опер #115,Гр. Гончар 853,2
bf63078e-78e7-4e97-b474-f1edd71dea68,НПУ,307,На розыске,2022-04-15,2023-03-20,Опер #72,Гр. Мельник 836,15
433cbf69-83c8-4993-b087-49248bce91d8,Прокуратура,307,В работе,2021-06-27,2022-03-17,Опер #17,Гр. Петров 976,11
6a6e664f-7a6b-4b8f-a1f0-f271ad1be4e5,СБУ,296,Закрыто,2024-10-26,,Опер #172,Гр. Гончар 213,12
93e7d057-0ef0-4434-87a2-f93a8b573a73,Прокуратура,289,В работе,2025-10-15,,Опер #198,Гр. Иванов 135,13
3f4154e4-b327-45fd-a31b-f06fa9531547,НПУ,194,Закрыто,2020-02-29,2020-10-04,Опер #174,Гр. Иванов 886,15
d5c64d3f-d250-4a85-9921-9f658757ece8,СБУ,289,На розыске,2024-09-04,2025-01-10,Опер #55,Гр. Сидоренко 755,13
0df7c24e-781b-4451-9075-742d4a07ea87,НПУ,121,Закрыто,2024-06-07,,Опер #175,Гр. Сидоренко 446,11
c49784c5-38b4-4c46-a49f-4dd2b5cb3530,Прокуратура,263,Передано в суд,2020-05-10,,Опер #59,Гр. Коваленко 493,6
86036344-cfd9-45a0-915e-bda6a0f54285,СБУ,296,Закрыто,2021-07-05,2021-09-16,Опер #164,Гр. Гончар 249,9
94800887-8eb0-44f2-8c13-b282808df195,Прокуратура,307,В работе,2020-02-20,,Опер #123,Гр. Сидоренко 889,3
2db78dcf-49d8-416b-8388-cdab550c0cc0,Прокуратура,309,Передано в суд,2022-12-01,,Опер #62,Гр. Гончар 886,5
9030043d-fa5c-463e-aa6f-9989c1f34c5d,СБУ,185,Ожидание экспертизы,2020-12-14,,Опер #199,Гр. Коваленко 408,1
74dc6564-e0b1-497d-90fe-1f0c42fe9c06,СБУ,309,В работе,2020-10-21,2021-02-23,Опер #199,Гр. Коваленко 663,15
f9535d85-8a93-4359-918a-47a3095fbb9e,СБУ,309,В работе,2024-09-10,,Опер #200,Гр. Гончар 760,10
d1b99b36-287a-44f5-b048-45527f2f20e2,НПУ,187,На розыске,2023-06-28,,Опер #104,Гр. Иванов 660,7
530f6153-6dc3-41d4-a8d5-08be4536e963,Прокуратура,263,На розыске,2022-10-30,2022-11-12,Опер #171,Гр. Мельник 615,15
00d313d4-f92f-4154-b277-4f63fb05b309,НПУ,194,Закрыто,2022-12-01,,Опер #55,Гр. Коваленко 464,8
a2bcef4a-a9ee-4614-9028-be6c693c0b40,Прокуратура,296,Закрыто,2021-04-03,2022-02-04,Опер #173,Гр. Мельник 945,1
6e9a55f1-2c35-43bc-9bb6-db0d7fa28fd0,Прокуратура,307,Закрыто,2020-09-02,,Опер #126,Гр. Мельник 179,10
502a0440-2530-4e43-aae9-e6a84f5bae71,НПУ,115,Ожидание экспертизы,2022-02-19,,Опер #113,Гр. Мельник 437,5
fc9a62b4-dff3-4cf1-b2f1-7163d91693ca,НПУ,121,Закрыто,2022-05-16,2023-06-05,Опер #195,Гр. Коваленко 444,10
ad8797a0-e729-46ff-bc2a-4952249f9e3b,Прокуратура,289,Ожидание экспертизы,2021-02-06,,Опер #83,Гр. Мельник 815,3
0c0e94b7-6ac4-475f-b977-f8e7f6d4316a,НПУ,115,Передано в суд,2024-11-03,,Опер #87,Гр. Иванов 595,3
6fbe5450-d1ce-4744-9a41-4c60a66a9d4c,НПУ,121,На розыске,2022-04-03,,Опер #88,Гр. Мельник 506,6
39065dea-2d5f-48d5-92f5-fe0e7ef2798f,НПУ,296,В работе,2024-10-05,2025-01-19,Опер #70,Гр. Петров 886,8
b84dd8dc-60d0-4faa-9e71-6f8a2d22c72b,НПУ,194,Ожидание экспертизы,2020-07-18,2021-04-12,Опер #125,Гр. Иванов 977,0
66c8234b-03f8-40b8-ae5c-eb399abd1642,СБУ,185,Передано в суд,2023-05-05,2023-06-30,Опер #16,Гр. Иванов 497,4
d0975ee6-a090-471c-a254-8b86e34bb4e7,Прокуратура,185,Передано в суд,2022-04-15,,Опер #41,Гр. Сидоренко 506,1
12effbe8-53af-4bc4-bd9c-b8da6106ff36,СБУ,307,В работе,2024-05-06,2024-08-28,Опер #162,Гр. Сидоренко 975,0
4a38a022-ef6a-45b2-848b-487948fe91fb,СБУ,296,Передано в суд,2022-09-28,2023-07-06,Опер #33,Гр. Мельник 875,0
287826e5-adef-4b02-80e6-4d75addd27ea,СБУ,187,На розыске,2025-03-12,2026-02-01,Опер #182,Гр. Коваленко 998,11
a9ca7ce7-417e-4c64-b88c-5ae3e0124d75,Прокуратура,194,Передано в суд,2021-02-01,2021-05-02,Опер #200,Гр. Коваленко 653,15
343d051e-ce51-40fc-9aa2-5b99f549ee78,НПУ,187,Закрыто,2023-03-08,,Опер #123,Гр. Гончар 872,5
c8d8e854-d9ce-47be-a806-95d43212eb34,СБУ,187,В работе,2023-08-19,2023-10-12,Опер #173,Гр. Петров 944,10
0f6ebfde-4b53-4e0f-9854-91f60ba1ed20,Прокуратура,115,Ожидание экспертизы,2023-03-09,,Опер #70,Гр. Коваленко 561,0
a723ca43-9c52-49fd-8f71-70104b055051,Прокуратура,115,Закрыто,2023-10-03,2024-07-02,Опер #144,Гр. Гончар 696,15
54a1f8da-4843-4886-ad3e-375c73c52609,СБУ,194,Передано в суд,2025-04-26,,Опер #112,Гр. Гончар 717,11
3b2e00bf-00b3-4776-8d5e-2e084d7a26e1,НПУ,121,Передано в суд,2024-08-06,,Опер #116,Гр. Коваленко 773,15
8d2e9516-115a-43a7-8d6f-34bfcf5641fa,НПУ,121,Ожидание экспертизы,2025-06-16,2026-02-09,Опер #21,Гр. Иванов 938,9
5c7beaf7-143a-495e-a9f9-6a956d508526,СБУ,309,Передано в суд,2022-12-27,,Опер #195,Гр. Гончар 987,3
c2b2711b-4440-45ed-8929-90898b1d58a4,Прокуратура,115,Ожидание экспертизы,2023-07-26,2023-08-05,Опер #113,Гр. Гончар 439,9
a6202e86-6f52-4c0e-8f49-12de13ea79de,НПУ,296,В работе,2023-05-12,,Опер #171,Гр. Мельник 756,3
caf5cbfe-a68c-4b09-9c72-333f6ab629ac,НПУ,296,На розыске,2020-06-13,2021-06-30,Опер #21,Гр. Коваленко 411,13
97d75a55-a2a1-4077-889a-56ab91d6b9f6,СБУ,115,Ожидание экспертизы,2024-07-02,,Опер #187,Гр. Сидоренко 341,1
84a373a5-cab3-4970-be99-6a501c7b11df,Прокуратура,115,В работе,2022-11-07,2023-07-07,Опер #123,Гр. Коваленко 432,3
7e508e4f-bc27-42c5-bfe1-7e200aaa3226,Прокуратура,115,Закрыто,2022-10-26,,Опер #121,Гр. Иванов 975,7
720dfa96-3ac3-4702-94f9-f2187cdf3970,Прокуратура,121,В работе,2021-04-08,,Опер #35,Гр. Гончар 361,1
bb652e53-87cd-496f-b926-537f57b03bac,НПУ,194,Ожидание экспертизы,2020-04-26,2020-10-12,Опер #156,Гр. Петров 856,3
01bea2a4-2b00-41a0-8bf4-d821edb8b8d9,СБУ,289,На розыске,2024-05-07,2024-10-11,Опер #92,Гр. Иванов 110,3
113eb71d-f5e8-4476-8c86-9ecba219c603,СБУ,115,Передано в суд,2025-08-11,,Опер #51,Гр. Петров 860,2
1ee80b0a-e0e9-46fb-81ce-ac09e0c0325a,НПУ,289,Передано в суд,2022-04-15,,Опер #93,Гр. Петров 630,6
cf902fd7-7dcc-4c97-9e4b-b6bb00bd500f,СБУ,289,В работе,2022-03-01,,Опер #134,Гр. Гончар 116,15
8e6f4e46-d4ab-4ff2-aba0-4ccefb069f8e,СБУ,121,Закрыто,2021-06-25,2021-08-21,Опер #60,Гр. Сидоренко 730,13
8f1743cb-aeed-428d-9d0e-18a07df684fc,СБУ,115,Ожидание экспертизы,2024-07-18,,Опер #57,Гр. Сидоренко 611,5
d730ffa4-8625-4854-a5e0-3ca1be609d4c,Прокуратура,115,Передано в суд,2022-06-30,2022-10-08,Опер #97,Гр. Мельник 360,14
efc23364-7908-4473-9735-3eab2073f874,НПУ,307,Передано в суд,2021-01-17,2021-02-10,Опер #92,Гр. Иванов 412,5
e3641116-c422-40d7-9897-136bd7bb4150,СБУ,289,В работе,2025-01-23,,Опер #200,Гр. Мельник 303,13
159e916e-0cd6-4a3a-bebc-a73905f7b711,НПУ,185,Ожидание экспертизы,2021-10-30,2021-11-25,Опер #131,Гр. Коваленко 782,0
2be8df45-8613-46da-a912-17018dcbd65a,НПУ,296,Передано в суд,2024-11-03,,Опер #145,Гр. Петров 430,11
9c37c68a-b80c-4b36-89a6-02622e3e30f9,СБУ,121,Ожидание экспертизы,2023-04-19,2024-05-13,Опер #54,Гр. Гончар 700,14
3b0e429c-aab2-4164-bd9b-e00157112709,Прокуратура,121,На розыске,2025-02-05,2025-12-16,Опер #44,Гр. Иванов 825,0
76faba66-b457-4d72-8db8-16995d1d48c9,НПУ,296,Передано в суд,2020-01-21,,Опер #40,Гр. Мельник 806,15
e38bd9d3-4d6d-4a6c-b369-8bda2bf977f3,СБУ,289,Ожидание экспертизы,2020-11-26,,Опер #132,Гр. Иванов 758,3
ead82614-5cd1-4e95-a59d-f89ba487b4b1,СБУ,121,Закрыто,2024-04-07,2024-06-05,Опер #167,Гр. Иванов 599,9
c57499b9-9214-4a1d-a7d0-2b77f676358d,Прокуратура,309,На розыске,2025-01-26,,Опер #186,Гр. Мельник 604,3
caef4218-1d34-4bd8-bcba-20d27c31ad44,НПУ,263,Ожидание экспертизы,2024-01-02,,Опер #194,Гр. Гончар 328,12
e000d689-fe84-46f4-a701-1d88d434dde5,Прокуратура,187,В работе,2023-02-11,2023-08-25,Опер #24,Гр. Сидоренко 847,1
93ffdb1a-1a8e-4d21-9a1a-83bd803116a5,НПУ,185,На розыске,2025-05-31,2025-11-25,Опер #120,Гр. Сидоренко 321,4
aec2dfd2-1a76-4e75-8731-8bc1bd7e7b40,НПУ,115,Передано в суд,2020-10-07,2021-02-06,Опер #47,Гр. Иванов 556,2
1f2dcab6-1b10-4786-adee-597be8cb2f4d,НПУ,115,Ожидание экспертизы,2021-10-28,2021-12-27,Опер #146,Гр. Петров 713,10
aa646b0a-95b9-4844-a591-64c39b945ec6,Прокуратура,194,Передано в суд,2020-12-04,2021-11-06,Опер #9,Гр. Иванов 195,9
4d1c1df7-e6f9-4274-8dea-3f4fccddc710,НПУ,263,В работе,2023-02-10,2023-11-28,Опер #98,Гр. Петров 775,15
497c0ea7-9530-4631-a97b-ccc127ad1cba,Прокуратура,296,На розыске,2020-03-07,,Опер #48,Гр. Иванов 363,0
5436cb96-e3fd-4da1-92f0-4c2748386c4d,СБУ,185,На розыске,2024-06-19,2025-01-01,Опер #38,Гр. Мельник 330,14
b9e5c493-f072-44d7-b48e-f5f4f3fd3c39,СБУ,263,На розыске,2021-11-17,,Опер #98,Гр. Гончар 419,2
0b394e43-9cba-4a8b-b720-b35ab952ec2b,СБУ,296,Закрыто,2023-01-20,2023-09-06,Опер #153,Гр. Сидоренко 394,11
536fd5e4-ef3e-4c51-b47c-120f9e5d250a,НПУ,187,Передано в суд,2022-02-02,2022-12-22,Опер #85,Гр. Мельник 228,7
cd067122-fe2a-4b42-83b1-74aaea115849,Прокуратура,194,На розыске,2020-05-07,,Опер #81,Гр. Сидоренко 817,12
8a334413-e652-4149-88a8-2df66362364d,НПУ,296,Ожидание экспертизы,2025-02-08,2025-07-28,Опер #178,Гр. Иванов 737,9
4d0b4c9e-923c-40f2-9f99-93609f040633,СБУ,296,В работе,2022-10-23,2023-02-24,Опер #104,Гр. Сидоренко 535,0
68f10c7a-e762-459a-afad-d34a25c6b34d,Прокуратура,309,Закрыто,2024-08-30,,Опер #23,Гр. Мельник 803,8
b06b8f40-a547-468a-8425-344c5727a6c4,Прокуратура,263,Закрыто,2021-07-09,2021-09-08,Опер #165,Гр. Мельник 701,1
ed1dd1c3-b400-4949-b338-a02b00e3eab3,НПУ,307,В работе,2024-10-31,,Опер #149,Гр. Гончар 284,7
c56cd5d2-1d3b-4cb7-b8c1-868e39c71348,Прокуратура,309,Передано в суд,2020-02-11,2020-05-08,Опер #64,Гр. Петров 246,8
4ec25604-a9a4-4a10-993d-bf643998b028,Прокуратура,289,В работе,2022-02-16,,Опер #64,Гр. Коваленко 923,15
58210164-6484-4b16-b392-2a860d209be4,Прокуратура,115,Передано в суд,2025-04-30,,Опер #186,Гр. Петров 136,11
204aec70-34e7-44f7-8e84-456f80a29e8b,НПУ,185,Ожидание экспертизы,2022-07-08,2023-06-10,Опер #71,Гр. Коваленко 869,4
65fa24eb-3a54-435c-8a66-bf18d90db412,СБУ,115,В работе,2022-01-27,,Опер #193,Гр. Мельник 826,3
72b7dafe-ce9d-4593-8011-63d3954890d6,Прокуратура,309,Ожидание экспертизы,2021-07-31,,Опер #175,Гр. Петров 310,10
d2df4785-51e6-43d4-a4b1-2b8548c89249,Прокуратура,187,Передано в суд,2021-07-26,2021-08-11,Опер #99,Гр. Коваленко 468,7
deef5331-11ca-4a5f-a779-c4c939f24c4d,Прокуратура,307,Ожидание экспертизы,2025-10-25,,Опер #115,Гр. Петров 585,0
3925ab1d-b104-46c5-ac58-98e01d7db4f8,НПУ,115,На розыске,2020-12-06,,Опер #93,Гр. Иванов 676,4
52d67437-5a61-4ac0-873d-e864166e438f,НПУ,296,Закрыто,2022-11-30,2022-12-20,Опер #148,Гр. Мельник 658,15
e8cfc52b-faf3-4475-ac6d-87d7250a64d3,НПУ,194,Закрыто,2021-04-22,2021-06-28,Опер #23,Гр. Гончар 360,7
1f6a45f8-96a4-474a-96ef-3c9ceb7e9ce7,Прокуратура,307,Ожидание экспертизы,2020-05-20,2021-02-15,Опер #21,Гр. Коваленко 623,11
08d12594-ff56-4f7f-995c-c28f50d5ded6,Прокуратура,121,Передано в суд,2022-03-27,,Опер #160,Гр. Коваленко 960,15
91e20f92-731c-4c9b-a954-2dcde2ab58f0,НПУ,296,Ожидание экспертизы,2024-11-19,,Опер #196,Гр. Сидоренко 683,1
c043f747-6bcb-4bde-9207-996d60e45603,СБУ,187,Закрыто,2022-04-09,,Опер #45,Гр. Иванов 966,1
d1a689fa-856d-4e28-bcf3-b21b8ff19175,СБУ,307,В работе,2024-12-14,,Опер #8,Гр. Мельник 360,14
58b39296-2be9-4365-a18e-6be9379cc846,СБУ,187,Передано в суд,2022-12-09,2022-12-21,Опер #123,Гр. Коваленко 506,9
048baad4-737a-4566-a0a5-6fb9c945d95e,НПУ,185,Закрыто,2020-09-19,2021-09-21,Опер #57,Гр. Мельник 859,5
032cb158-9ef0-49a3-88f2-ba7c6b7aa196,Прокуратура,187,Передано в суд,2025-08-20,2026-04-01,Опер #158,Гр. Коваленко 910,5
381b7d14-4515-45dd-8074-099f4b5b4ece,НПУ,194,В работе,2020-02-06,,Опер #92,Гр. Петров 317,14
f0990b6d-c1a2-47b5-a261-d75176f36fb8,Прокуратура,115,Ожидание экспертизы,2020-07-05,2020-11-18,Опер #139,Гр. Сидоренко 593,10
9f1a6045-5bd8-45c6-9d58-0ff1d0806553,СБУ,185,В работе,2024-08-08,,Опер #193,Гр. Мельник 381,13
3a127f21-12c1-4889-bc68-029c3ceddf71,СБУ,115,В работе,2025-09-13,,Опер #127,Гр. Гончар 630,11
39e178b8-9598-4653-be9d-f51717f6d47f,Прокуратура,194,В работе,2020-04-20,2020-05-19,Опер #176,Гр. Петров 306,7
e1aa4e03-c1a2-41f3-ab84-534bb3a88b06,СБУ,121,Закрыто,2021-06-29,,Опер #90,Гр. Петров 360,11
32814906-0f33-41b3-a2a9-f4488a2feef2,СБУ,263,Ожидание экспертизы,2021-08-18,2022-07-14,Опер #82,Гр. Сидоренко 914,6
ee11d4d9-894d-4c55-bebc-c2a7862f0372,НПУ,296,Закрыто,2020-07-15,2020-10-23,Опер #29,Гр. Мельник 679,6
5f54df25-628d-435a-8a82-7a040e419a6c,СБУ,121,Закрыто,2021-06-28,,Опер #119,Гр. Гончар 520,2
f3237c0b-cf01-4ee3-b1eb-a242d9aa0de9,СБУ,309,В работе,2025-11-14,,Опер #126,Гр. Петров 466,9
fe2f5729-2433-41c4-a9a3-cdfff4a0a92a,СБУ,263,Ожидание экспертизы,2020-11-04,2021-02-25,Опер #118,Гр. Коваленко 262,10
81d95f12-b35d-4133-bd5b-8f97a25f883f,НПУ,309,В работе,2021-10-01,2022-05-18,Опер #82,Гр. Мельник 651,6
73cf5826-fa75-448a-a716-92f16840de24,Прокуратура,187,Закрыто,2021-10-02,,Опер #8,Гр. Гончар 580,4
299623db-8dae-4fc4-9510-60dc95548f79,НПУ,115,Ожидание экспертизы,2023-02-15,,Опер #88,Гр. Иванов 935,9
a1155305-c766-47dc-a172-d9dc702dd018,СБУ,307,Закрыто,2023-12-23,2024-10-24,Опер #116,Гр. Иванов 232,13
f629a59b-b019-47d8-8af9-aedf7e0e6715,НПУ,263,Передано в суд,2021-12-26,,Опер #63,Гр. Мельник 405,6
50b52418-c898-46d5-9660-85b10cbbf0c8,Прокуратура,187,В работе,2021-08-31,2022-09-21,Опер #8,Гр. Коваленко 139,1
6511f3eb-7c70-42b2-bfdd-ec29f8c2ccbc,Прокуратура,296,На розыске,2024-01-11,2024-10-06,Опер #177,Гр. Мельник 105,9
c750f371-acf3-46dc-9834-4493406253e1,Прокуратура,307,На розыске,2022-06-18,,Опер #83,Гр. Петров 973,3
ebc00bca-7038-4de3-a366-85f7f297443c,СБУ,121,На розыске,2024-12-24,2026-01-03,Опер #166,Гр. Сидоренко 418,12
5a2c5fc7-eb2d-4b5c-8b1d-8ae724e3db12,НПУ,307,Закрыто,2023-01-01,2023-07-27,Опер #4,Гр. Мельник 841,12
d605b244-fd59-45f8-848e-8aef791381b3,СБУ,309,На розыске,2022-09-23,2022-12-08,Опер #14,Гр. Мельник 445,11
a1940cd7-9186-4788-a00b-250195086701,Прокуратура,307,Передано в суд,2022-03-01,2023-03-06,Опер #50,Гр. Иванов 314,6
259fbb08-8c7d-4bea-852d-d26a8d52fbe9,НПУ,263,На розыске,2024-01-20,,Опер #199,Гр. Сидоренко 530,7
12c10e25-5a0f-4dd7-9bfb-682801d32a3b,СБУ,296,На розыске,2022-10-22,,Опер #84,Гр. Сидоренко 711,12
4757bf7b-9d5c-46ed-aee7-4612638ec21f,СБУ,115,В работе,2023-05-27,2023-08-31,Опер #157,Гр. Сидоренко 595,1
6ef16148-9266-4ad2-9f91-0549138b4754,НПУ,289,На розыске,2020-02-29,,Опер #135,Гр. Сидоренко 494,5
a0502a98-991c-4ded-b78b-01d9236e4911,НПУ,185,На розыске,2023-04-05,2023-12-24,Опер #154,Гр. Коваленко 677,9
dd5545ba-2b8a-4f75-8836-024f19f9b969,НПУ,194,Закрыто,2022-08-10,2022-11-27,Опер #74,Гр. Гончар 846,8
ce52ad4b-ee61-4036-ba0d-fb2be9d522ab,Прокуратура,194,Передано в суд,2024-05-20,2024-09-25,Опер #93,Гр. Гончар 166,11
fe0fec45-acad-47b0-bf91-e2600afc4066,Прокуратура,296,На розыске,2021-02-11,,Опер #46,Гр. Коваленко 809,5
699b8490-cb18-4374-8bd4-296a3393753e,НПУ,115,Ожидание экспертизы,2025-09-19,,Опер #25,Гр. Гончар 344,12
276efc04-ef6a-4189-b51a-330c4b7492ac,НПУ,185,Закрыто,2020-02-22,2020-05-24,Опер #165,Гр. Мельник 492,7
fa9a8ab7-0518-4717-9b5b-bfc44a5235ae,СБУ,307,Передано в суд,2025-08-23,,Опер #89,Гр. Мельник 951,9
24661bb9-4303-4c5a-a0e6-c6169cadc406,НПУ,187,На розыске,2023-04-27,2023-05-28,Опер #32,Гр. Гончар 430,12
018930ff-20d9-4192-bc35-b508a196ba84,СБУ,185,В работе,2020-05-23,2021-03-17,Опер #108,Гр. Коваленко 613,3
b6d552cc-f988-412a-926f-222b669d2a35,СБУ,185,В работе,2020-01-13,2020-09-17,Опер #4,Гр. Коваленко 461,1
91b9c515-fff3-4f4c-9686-8ee62096ab7e,СБУ,307,В работе,2021-02-01,2022-02-08,Опер #3,Гр. Коваленко 916,3
5c7b5ed9-13b9-496a-bf6b-658915bf9cc1,Прокуратура,185,В работе,2025-02-21,,Опер #103,Гр. Мельник 277,2
b240d697-e8e1-4741-a10a-cbe424cf7725,НПУ,307,На розыске,2020-02-25,2020-05-21,Опер #107,Гр. Сидоренко 256,11
8bc14a5f-22fc-4623-9611-2e1649d42577,СБУ,296,На розыске,2021-02-16,,Опер #97,Гр. Петров 603,2
d43c700f-a020-4e8a-accd-35bda646367c,НПУ,187,Ожидание экспертизы,2022-12-23,2024-01-16,Опер #42,Гр. Мельник 231,0
911b1f5c-27fe-4e89-818b-39b12e1f9511,СБУ,307,Передано в суд,2021-07-17,,Опер #176,Гр. Коваленко 271,5
bdb595a9-e65a-442a-a136-ec7ce4af2443,СБУ,289,В работе,2024-11-12,2025-07-07,Опер #14,Гр. Иванов 945,11
e9a46dc1-5303-4ec2-ac12-49d7b01874ad,НПУ,296,На розыске,2024-09-23,,Опер #151,Гр. Гончар 906,12
1e294c12-7f88-4e28-b242-33e13d90a546,Прокуратура,289,На розыске,2023-01-21,,Опер #24,Гр. Иванов 558,6
5473d7c8-4ede-400e-8410-f265906b0924,СБУ,289,Ожидание экспертизы,2025-06-17,,Опер #141,Гр. Петров 391,6
0d2d390e-2093-4cfb-8a19-3d0a83130fde,СБУ,309,Передано в суд,2025-02-18,2026-03-17,Опер #161,Гр. Иванов 662,1
b49158dc-abc0-48c5-bdc1-01a043047053,Прокуратура,289,На розыске,2024-02-20,,Опер #104,Гр. Мельник 900,12
7bd8a98e-7a06-4664-953d-665e13b19dcc,СБУ,296,Передано в суд,2025-04-09,,Опер #77,Гр. Петров 801,11
29a7104a-3260-4dc4-947f-00067ac0ae4a,Прокуратура,115,На розыске,2023-10-17,2024-01-04,Опер #189,Гр. Коваленко 379,15
cb519c44-cf06-43b1-9da4-43894d856279,СБУ,194,Передано в суд,2023-08-16,,Опер #115,Гр. Гончар 316,15
bd2701eb-0d38-48ca-8313-f385cab891a7,НПУ,296,На розыске,2025-02-22,,Опер #92,Гр. Сидоренко 927,12
23b2e9f6-4f30-46a6-bdca-81e7666e5d6e,Прокуратура,185,Передано в суд,2024-08-27,2024-12-26,Опер #72,Гр. Сидоренко 822,11
5eee87ba-d3b4-4f3e-9ad9-42d928c06fe4,СБУ,194,В работе,2023-10-17,2024-05-20,Опер #108,Гр. Гончар 214,8
9baa6ef7-e108-4708-82dd-7310c1769cb6,СБУ,289,Ожидание экспертизы,2023-03-31,2023-10-29,Опер #51,Гр. Петров 789,7
d915b402-4158-479a-ab1d-ca268058e4ab,Прокуратура,194,На розыске,2022-02-03,,Опер #75,Гр. Коваленко 689,1
47337aff-77ef-4d18-985f-44f0bf96c05f,СБУ,121,В работе,2024-11-21,,Опер #59,Гр. Петров 980,2
05ed3b73-c623-4752-80d0-7c1dbe5d403a,НПУ,115,На розыске,2023-04-26,,Опер #103,Гр. Коваленко 374,8
0d8f06ad-cded-4108-b63d-276d56baf269,Прокуратура,307,Закрыто,2025-10-18,2026-11-11,Опер #120,Гр. Петров 511,3
7212b043-af94-417c-822d-e2d8b6f3fd40,Прокуратура,263,На розыске,2023-05-05,,Опер #158,Гр. Мельник 657,5
4f85314c-06e5-415a-8ee6-a4e332a1496c,НПУ,187,В работе,2023-08-16,2024-05-25,Опер #139,Гр. Гончар 615,3
2808267a-66ce-4c08-997f-c50f0059d92e,СБУ,187,На розыске,2020-04-18,,Опер #120,Гр. Коваленко 227,10
59c5e906-1d78-42be-bbfc-344a00d8ae4d,СБУ,187,На розыске,2024-09-09,,Опер #166,Гр. Мельник 380,11
4564a10a-82d0-40ce-83ad-533086c91d5f,Прокуратура,187,Ожидание экспертизы,2024-11-15,2025-03-21,Опер #149,Гр. Гончар 326,7
f0c19394-9900-480c-9670-c62380c71e5c,НПУ,194,Ожидание экспертизы,2023-03-19,2023-12-22,Опер #37,Гр. Сидоренко 836,15
db223c4e-d4a0-441d-9620-cb675ba93aab,Прокуратура,194,Закрыто,2023-02-01,2023-03-31,Опер #14,Гр. Иванов 199,8
